ID_рейса,Дата,Регион_отправления,Регион_назначения,Тип_груза,Вид_транспорта,Перевозчик,Вес_тонн,Расстояние_км,Стоимость_тенге
HYR-20250141,2025-01-16 05:59,Жанаозен,Порт Актау,Оборудование опреснения воды,Автотранспорт (Контейнеровоз),Svevind Global Transport,38.94,324,469200.0
HYR-20250142,2025-06-08 17:36,Жанаозен,Астана (Логистический хаб),Спецтехника и металлоконструкции,Морской фрахт,Kuryk Port Logistics,59.84,1829,3320900.0
HYR-20250143,2025-04-26 03:58,Жанаозен,ВИЭ-Кластер Рахым (Мангистау),Солнечные панели и инверторы,Автотранспорт (Трал),KazMano-Trans LLC,43.53,402,742500.0
HYR-20250144,2025-08-22 02:34,ВИЭ-Кластер Рахым (Мангистау),Промзона Курык (Hyrasia HQ),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),SilkWay Heavy Haulage,38.94,143,461000.0
HYR-20250145,2025-02-12 10:07,Астана (Логистический хаб),Жанаозен,Оборудование опреснения воды,Автотранспорт (Трал),Svevind Global Transport,33.81,1969,2452000.0
HYR-20250146,2025-03-24 06:11,ВИЭ-Кластер Рахым (Мангистау),Жанаозен,Зеленый аммиак (ЖД цистерны),Автотранспорт (Трал),Kuryk Port Logistics,19.14,307,215400.0
HYR-20250147,2025-11-07 20:00,ВИЭ-Кластер Абай (Мангистау),Атырау (Нефтемаш),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,10.06,319,155500.0
HYR-20250148,2025-11-02 09:52,ВИЭ-Кластер Рахым (Мангистау),Астана (Логистический хаб),Солнечные панели и инверторы,Ж/Д транспорт,SilkWay Heavy Haulage,31.54,2239,3487700.0
HYR-20250149,2025-01-28 07:53,ВИЭ-Кластер Рахым (Мангистау),Жанаозен,Компоненты ветротурбин (Лопасти/Башни),Ж/Д транспорт,KazMano-Trans LLC,38.68,441,697500.0
HYR-20250150,2025-05-15 01:55,Порт Баку (Азербайджан),ВИЭ-Кластер Абай (Мангистау),Зеленый аммиак (ЖД цистерны),Автотранспорт (Трал),Svevind Global Transport,35.57,616,1114000.0
HYR-20250151,2025-05-29 19:23,Порт Актау,ВИЭ-Кластер Абай (Мангистау),Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,Caspian Sea Logistics,46.73,396,634700.0
HYR-20250152,2025-08-07 15:57,ВИЭ-Кластер Рахым (Мангистау),Порт Актау,Компоненты ветротурбин (Лопасти/Башни),Морской фрахт,Mangystau Cargo Express,16.53,173,112000.0
HYR-20250153,2025-02-15 08:38,Жанаозен,Промзона Курык (Hyrasia HQ),Оборудование опреснения воды,Автотранспорт (Трал),Caspian Sea Logistics,26.25,325,342200.0
HYR-20250154,2025-12-02 04:50,Порт Актау,Астана (Логистический хаб),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),Mangystau Cargo Express,29.93,2178,2465400.0
HYR-20250155,2025-10-17 12:00,Порт Роттердам (Нидерланды),Промзона Курык (Hyrasia HQ),Оборудование опреснения воды,Автотранспорт (Трал),Svevind Global Transport,16.19,4045,2321100.0
HYR-20250156,2025-03-06 18:24,Порт Баку (Азербайджан),ВИЭ-Кластер Рахым (Мангистау),Зеленый аммиак (ЖД цистерны),Морской фрахт,Kuryk Port Logistics,59.39,610,1393100.0
HYR-20250157,2025-06-06 10:41,Астана (Логистический хаб),Порт Актау,Модули электролизеров (Водород),Ж/Д транспорт,KazMano-Trans LLC,45.89,2397,3349500.0
HYR-20250158,2025-10-01 15:50,Порт Баку (Азербайджан),Атырау (Нефтемаш),Модули электролизеров (Водород),Ж/Д транспорт,Svevind Global Transport,10.51,730,365100.0
HYR-20250159,2025-09-02 14:28,Жанаозен,Астана (Логистический хаб),Оборудование опреснения воды,Ж/Д транспорт,Caspian Sea Logistics,47.77,2392,5381800.0
HYR-20250160,2025-10-27 21:19,Порт Актау,Жанаозен,Модули электролизеров (Водород),Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,37.87,311,485900.0
HYR-20250161,2025-07-07 04:16,Астана (Логистический хаб),Порт Баку (Азербайджан),Оборудование опреснения воды,Автотранспорт (Трал),Mangystau Cargo Express,36.44,584,810200.0
HYR-20250162,2025-08-09 17:04,Промзона Курык (Hyrasia HQ),Атырау (Нефтемаш),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),Mangystau Cargo Express,64.39,66,255100.0
HYR-20250163,2025-06-28 18:26,Атырау (Нефтемаш),Порт Актау,Оборудование опреснения воды,Морской фрахт,Caspian Sea Logistics,42.09,151,339500.0
HYR-20250164,2025-05-04 11:09,Порт Баку (Азербайджан),Промзона Курык (Hyrasia HQ),Солнечные панели и инверторы,Автотранспорт (Контейнеровоз),KazMano-Trans LLC,58.8,704,1866500.0
HYR-20250165,2025-12-23 08:33,Астана (Логистический хаб),ВИЭ-Кластер Абай (Мангистау),Спецтехника и металлоконструкции,Автотранспорт (Трал),Svevind Global Transport,59.81,1836,5302100.0
HYR-20250166,2025-03-29 06:17,ВИЭ-Кластер Абай (Мангистау),Атырау (Нефтемаш),Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,Caspian Sea Logistics,11.09,65,25800.0
HYR-20250167,2025-06-13 07:27,Астана (Логистический хаб),Порт Актау,Модули электролизеров (Водород),Ж/Д транспорт,Svevind Global Transport,5.5,1961,545500.0
HYR-20250168,2025-11-30 19:11,Атырау (Нефтемаш),ВИЭ-Кластер Рахым (Мангистау),Спецтехника и металлоконструкции,Ж/Д транспорт,KazMano-Trans LLC,31.12,174,173700.0
HYR-20250169,2025-02-18 22:27,Жанаозен,Астана (Логистический хаб),Спецтехника и металлоконструкции,Ж/Д транспорт,SilkWay Heavy Haulage,51.16,2388,5106800.0
HYR-20250170,2025-05-08 14:14,Порт Актау,Астана (Логистический хаб),Зеленый аммиак (ЖД цистерны),Автотранспорт (Контейнеровоз),Svevind Global Transport,54.45,2221,5794800.0
HYR-20250171,2025-03-18 05:11,Промзона Курык (Hyrasia HQ),ВИЭ-Кластер Абай (Мангистау),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),KazMano-Trans LLC,52.25,338,871600.0
HYR-20250172,2025-09-22 14:50,ВИЭ-Кластер Абай (Мангистау),Порт Баку (Азербайджан),Компоненты ветротурбин (Лопасти/Башни),Автотранспорт (Трал),Caspian Sea Logistics,31.84,509,778100.0
HYR-20250173,2025-11-17 04:39,Астана (Логистический хаб),Промзона Курык (Hyrasia HQ),Спецтехника и металлоконструкции,Автотранспорт (Трал),Kuryk Port Logistics,50.0,2132,5630500.0
HYR-20250174,2025-09-13 20:52,ВИЭ-Кластер Рахым (Мангистау),Астана (Логистический хаб),Спецтехника и металлоконструкции,Автотранспорт (Контейнеровоз),SilkWay Heavy Haulage,48.13,2178,3281100.0
HYR-20250175,2025-03-15 16:01,Жанаозен,Промзона Курык (Hyrasia HQ),Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,SilkWay Heavy Haulage,23.83,151,184900.0
HYR-20250176,2025-03-18 10:38,Порт Баку (Азербайджан),ВИЭ-Кластер Рахым (Мангистау),Оборудование опреснения воды,Ж/Д транспорт,SilkWay Heavy Haulage,15.12,500,351700.0
HYR-20250177,2025-01-16 17:51,Порт Баку (Азербайджан),ВИЭ-Кластер Рахым (Мангистау),Оборудование опреснения воды,Автотранспорт (Трал),Mangystau Cargo Express,42.29,673,1418100.0
HYR-20250178,2025-10-18 13:20,Атырау (Нефтемаш),ВИЭ-Кластер Абай (Мангистау),Модули электролизеров (Водород),Ж/Д транспорт,Kuryk Port Logistics,45.63,306,657100.0
HYR-20250179,2025-09-04 21:28,Жанаозен,Порт Баку (Азербайджан),Зеленый аммиак (ЖД цистерны),Автотранспорт (Контейнеровоз),KazMano-Trans LLC,39.08,665,1112100.0
HYR-20250180,2025-02-05 21:03,ВИЭ-Кластер Абай (Мангистау),Порт Актау,Компоненты ветротурбин (Лопасти/Башни),Морской фрахт,Svevind Global Transport,17.79,195,135200.0
HYR-20250181,2025-01-11 21:48,Порт Роттердам (Нидерланды),Атырау (Нефтемаш),Зеленый аммиак (ЖД цистерны),Ж/Д транспорт,Caspian Sea Logistics,21.6,3712,2902400.0
HYR-20250182,2025-08-05 15:15,Промзона Курык (Hyrasia HQ),ВИЭ-Кластер Абай (Мангистау),Зеленый аммиак (ЖД цистерны),Морской фрахт,SilkWay Heavy Haulage,47.51,348,858300.0
